title,brand,normal_price,low_price,high_price,oferta,categoria1,categoria2,datetime,Atributos,sin_stock,page
Caja 24 un. cerveza lager botella 330 cc c/u,Heineken,0.0,12990.0,22270.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Pisco Tres Erres doble destilado 35° 1 L,Tres Erres,0.0,4490.0,6750.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Pisco Nobel Barrica Tostada 40° botella 750 cc,Mistral,0.0,9590.0,12950.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Whisky Johnnie Walker Red Label 750 cc,Johnnie Walker,0.0,10590.0,12990.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Vino Cabernet Sauvignon Viejo Roble Reserva Viña Undurraga 750 cc,Undurraga,3990.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Cóctel de vodka piña 5.5° botella 275 cc,Spirit,1650.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Vino Santa Rita Secreto Merlot Reserva 750 cc,Santa Rita,0.0,2690.0,3350.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Vino Carménère Viña Tarapacá Reserva 750 cc,Tarapaca,5290.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Vino Blanco 11.5° Caja 1 L,Santa Helena,2050.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Espumante Moscato Barón Lacroix 12° 750 cc,Undurraga,4590.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Vino Merlot-Syrah Terra Andina Clásico 750 C.C.,Terra Andina,2450.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Espumante Brut cava 11.5° botella 750 cc,Jaume Serra,3799.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Pack 6 un. Cerveza 4.5° lata 330 cc,Landvik,2850.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Vino Exportación Tinto 2 L,Concha Y Toro,3250.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Vino Tinto Gato botellón 1.5 L,Viña San Pedro,0.0,2890.0,3450.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Cerveza Hoppy lager lata 470 cc,Austral,0.0,990.0,1330.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Cóctel sour de limón 700 cc,Sabor Andino,5200.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Cóctel de vodka berry 5.5° botella 275 cc,Spirit,1650.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Espumante Rosé 12° 750 cc,Valdivieso,0.0,4790.0,5550.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Vino Misiones de Rengo Black Carménère 750 cc,Misiones De Rengo,9290.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Vino Cabernet Sauvignon Gato Negro Viña San Pedro 700 cc,Viña San Pedro,1950.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Vino Misiones de Rengo Reserva Chardonnay botella 750 cc,Misiones De Rengo,0.0,4190.0,4890.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Cóctel Sour Mango 12° 1 L,Secreto Peruano,4290.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Pisco Reservado Transparente 40° botella 750 cc,Alto Del Carmen,0.0,6090.0,7950.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,3
Vino Cabernet Sauvignon Tarapaca 12° León botella 750 cc,Tarapaca,2750.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Cerveza Torobayo 470 cc,Kunstmann,1950.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Pack 4 un. Cerveza Amber Lager botellin 355 cc,Kilómetro 24.7,0.0,3990.0,5190.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Vino Ensamblaje Cabernet Carménère Reserva 750 cc,Concha Y Toro,4840.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Vino Reserva Cabernet Sauvignon 750 cc,Viña Casas Patronales,5550.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Vino Cabernet Sauvignon Medalla Real Viña Santa Rita 750 cc,Santa Rita,0.0,3880.0,4750.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Ron Blanco 40° 750 cc,Maddero,0.0,3190.0,4300.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Vino Exportación Selecto Merlot botellón 1.5 L,Concha Y Toro,3100.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Cóctel sour de mango 12° 700 cc,Sabor Andino,5200.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Vino Trío Ensamblaje 750 cc,Concha Y Toro,6130.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Vino Casillero Del Diablo Syrah 750 cc,Concha Y Toro,0.0,4590.0,5490.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Vino Gran Edición 120 Santa Rita Syrah Cabernet Sauvignon 700 cc,Viña Santa Rita,2350.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Vino Blanco Viña Santa Rita 500 cc,Santa Rita,1050.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Whisky Tennessee 40° 750 cc,Jack Daniel'S,26460.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Cerveza Patagonia lotus 6° 470 cc,Austral,0.0,990.0,1330.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Cerveza limón sabor original lata 350 cc,Lemon Stones,880.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Vino Carménère Viña Ventisquero Reserva 750 cc,Ventisquero,5299.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Pisco Etiqueta Negra 40° botella 750 cc,Alto Del Carmen,11450.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Espumante Brut 12° 750 cc,Valdivieso,0.0,4790.0,5550.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Pisco Añejado en Roble 35° botella 750 cc,Mistral,0.0,5290.0,7250.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Vino Sauvignon Carménère 750 cc,Doña Dominga,0.0,2990.0,3950.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Pack 6 un. Cerveza en lata 355 cc,Miller,5690.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Pack 6 un. Cerveza lager lata 350 cc,Cristal,4050.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Pack 6 un. Cerveza lata 4.5° 500 cc,Landvik,0.0,2990.0,3899.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Pack 10 un. cerveza belga lager 5.2° 354 cc c/u,Stella Artois,7450.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Cóctel piña colada 12° 700 cc,Capel,0.0,3190.0,4550.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Cerveza Summer Lúcuma 7.0° 350 cc,Volcanes Del Sur,1450.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Vino Santa Emiliana Carménère 700 cc,Concha Y Toro,0.0,2490.0,2750.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Pack 6 un. Cerveza malta lata 350 cc,Morenita,0.0,2990.0,4250.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Pack 6 un. Cerveza Roja lata 473 cc,Becker,0.0,2890.0,4190.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Cerveza sin alcohol lata 330 cc,3 Horses,699.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Ron blanco 39.5° botella 750 cc,Sierra Morena,0.0,3290.0,5100.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Vino Santa Emiliana Chardonnay 700 cc,Concha Y Toro,0.0,2490.0,2750.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Pack 4 un. Cerveza arándano botella 330 cc,Kunstmann,0.0,4890.0,7610.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Vino Misiones de Rengo Reserva Malbec botella 750 cc,Misiones De Rengo,0.0,4190.0,4890.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Vino Insigne Merlot 750 cc,Carmen,0.0,2190.0,2700.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Vino Blanco 11.5° Caja 2 L,Santa Helena,3400.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Pisco Reservado 40° botella 750 cc,Alto Del Carmen,0.0,6090.0,7950.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Espumante Charmat Premium Rosé botella 750 cc,Misiones De Rengo,5190.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Vino Exportación Selecto Cabernet Sauvignon 700 cc,Concha Y Toro,2250.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,4
Vino Santa Emiliana Merlot 700 cc,Concha Y Toro,0.0,2490.0,2750.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Adobe Orgánico Cabernet Sauvignon 750 cc,Emiliana,0.0,4490.0,5890.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Cerveza Red Lager lata 470 cc,Austral,0.0,990.0,1330.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Cóctel Sour Limón 15° 1 L,Secreto Peruano,4290.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Casillero Del Diablo Malbec 750 cc,Concha Y Toro,0.0,4590.0,5490.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Reserva Privada Cabernet Sauvignon 750 cc,Concha Y Toro,0.0,6990.0,8790.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Carménère Reserva Series Viña Errázuriz 750 cc,Viña Errázuriz,6190.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Pack 12 un. cerveza lata 355 cc c/u,Budweiser,0.0,5790.0,8750.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Pisco Nobel 30° Fire botella 750 cc,Mistral,13950.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Ensamblaje Cabernet Sauvignon - Syrah Aliwen Viña Undurraga 750 cc Reseva,Viña Undurraga,0.0,3824.0,4780.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Cabernet Sauvignon Varietal 750 cc,Terra Andina,2450.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Gran Reserva Cabernet Sauvignon 750 cc,Don Matías,6990.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Gran Reserva Cabernet Sauvignon 750 cc,Santa Ema,0.0,7990.0,9790.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Chardonnay 12° 750 cc,Tarapaca,2750.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Licor Aperol 11° 750 ml,Aperol,0.0,9990.0,11670.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Adobe Orgánico Merlot 750 cc,Emiliana,0.0,4490.0,5890.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Cabernet Sauvignon Viña Santa Rita Gran 120 2 L,Santa Rita,0.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,0,5
Pisco blanco 40° 1 L,Campanario,0.0,3990.0,5850.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Pack 6 un. Cerveza lata 350 cc,Heineken,5830.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Tequila Sombrero Negro 750 cc,Sombrero Negro,11390.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Chardonnay Viña Tarapacá Gran Tarapacá 750 cc,Tarapacá,5290.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Casillero Del Diablo Sauvignon Blanc 750 cc,Concha Y Toro,0.0,4590.0,5490.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Insigne Carménère 750 cc,Carmen,0.0,2190.0,2700.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Cabernet Sauvignon Reserva Tarapacá 750 cc,Tarapaca,5290.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Whiskey Finest 40° 750 cc,Ballantine'S,11490.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Carménère Viña San Pedro Gato 700 cc,Viña San Pedro,0.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,0,5
Vino Cabernet Sauvignon Viña Tarapacá 700 cc,Tarapaca,2250.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Exportación Blanco botellón 1.5 L,Concha Y Toro,0.0,2450.0,2850.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Tinto 2 L,Viña Santa Helena,0.0,2950.0,3400.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Cerveza Valdivia Pale Lager botella 500 cc,Kunstmann,1570.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Bicicleta Cabernet Sauvignon 750 cc,Cono Sur,3650.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Cóctel Sour Mango 12° 700 cc,Ruta Cocktail,0.0,2490.0,3650.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Pisco Horcón Quemado 645 cc 35° Artesanal añejado,Horcón Quemado,0.0,6490.0,9150.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Merlot Gato Premium 13° 750 cc,Gato,2650.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Syrah Viña Castillo de Molina 750 cc,Castillo De Molina,7690.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Cabernet Sauvignon Santa Digna Viña Miguel Torres 700 cc,Miguel Torres,0.0,6290.0,7930.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Cabernet Sauvignon Viña Cousiño Macul 750 cc,Viña Cousiño Macul,3550.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Chardonnay Medalla Real Reserva 14° 750 cc,Santa Rita,0.0,3880.0,4750.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Espumante Charmat Premium Brut botella 750 cc,Misiones De Rengo,5190.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Cerveza lata 740 cc,Budweiser,0.0,990.0,1200.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,5
Vino Carménère Don Luis Viña Cousiño Macul 750 cc,Viña Cousiño Macul,0.0,3764.0,4850.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Pérez Cruz Cabernet Sauvignon Reserva 750 cc,Viña Pérez Cruz,0.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,0,6
Vino Urmeneta Carménère 700 cc,Viña Urmeneta,2160.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Cabernet Sauvignon 13.5° 750 cc,Misiones De Rengo,0.0,5990.0,7190.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Blanco Caja 1 L,Bodega Uno,1800.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Blanco Caja 2 L,Bodega Uno,3250.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Misiones de Rengo Reserva Cabernet - Syrah botella 750 cc,Misiones De Rengo,0.0,4190.0,4890.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Cóctel toffe cream 12° 700 cc,Capel,0.0,3190.0,4550.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Espumante Moscato 12° 750 cc,Valdivieso,0.0,4790.0,5550.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Pisco Especial 35° botella 1.5 L,Alto Del Carmen,0.0,8980.0,11450.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Pisco 35° 1 L,Artesanos Del Cochiguaz,0.0,3690.0,4500.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Red Blend Secret Reserve 2020 Viña Santa Rita 750Cc,Santa Rita,3950.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Trío Ensamblaje 750 cc,Concha Y Toro,6130.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Select Terroir Merlot 750 cc,Santa Ema,0.0,4990.0,6390.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Whisky Johnnie Walker Black Label 750 cc,Johnnie Walker,0.0,26990.0,31490.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Sauvignon Blanc Viña Casas Del Bosque 13.5° 750 cc,Viña Casas Del Bosque,0.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,0,6
Whisky Pride 40° 1 L,Blender S,6000.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Whisky 12 años 40° 750 cc,Chivas Regal,32490.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Carménère Tres Estrellas Viña Santa Carolina 750 cc,Viña Santa Carolina,2350.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Casillero Del Diablo Chardonnay 750 cc,Concha Y Toro,0.0,4590.0,5490.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Frontera Merlot 750 cc,Concha Y Toro,2490.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Cabernet Sauvignon Don Luis Viña Cousiño Macul 750 cc,Viña Cousiño Macul,0.0,3764.0,4850.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Blanco Caja 500 cc,Santa Helena,0.0,990.0,1150.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Merlot Viña Santa Rita 750 cc Medalla Real Reserva Especial,Santa Rita,0.0,3880.0,4750.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Espumante Viña Francisco de Aguirre Brut 12° 750 cc,Vfa,0.0,2990.0,4990.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Insigne Cabernet Sauvignon 750 cc,Carmen,0.0,2190.0,2700.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Cerveza malta lata 350 cc,Morenita,770.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Malbec Cabernet Sauvignon Medalla Real 750 cc,Santa Rita,0.0,3880.0,4750.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Cabernet Sauvignon Aliwen Viña Undurraga Reserva 750 cc,Viña Undurraga,0.0,3824.0,4780.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Pack Vino Viña Santa Rita 4 Unid 187.5 cc C/U Cabernet Sauvignon Carmen,Viña Santa Rita,3050.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Cerveza Bockchocolate 5.0° 350 cc,Volcanes Del Sur,1320.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Cabernet Sauvignon Tres Medallas Viña Santa Rita 700 cc,Santa Rita,0.0,2290.0,2750.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Pack 10 un. Cerveza Dutch lager 250 cc,Royal Dutch,6990.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Pack 4 un. Cerveza negra botella 330 cc,Kunstmann,0.0,4890.0,6620.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Espumante Brut 12° 375 cc,Valdivieso,3640.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Espumante Love 7° 750 cc,Prima,4870.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Carménère Panul Reserva 750 cc,Viñedos Errázuriz Ovalle,0.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,0,6
Espumante Brut 12.5° botella 750 cc,Viñamar,0.0,4490.0,5790.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Chardonnay Tres Medallas Viña Santa Rita 750 cc,Santa Rita,0.0,2290.0,2750.0,1,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Vino Carménère Sauvignon Blanc 13° 750 cc,Oveja Negra,4750.0,0.0,0.0,0,supermercados,vinos-cervezas-y-licores,2022-07-16 22:11:26.364649,1 un,1,6
Nuggets de pollo congelado bolsa 400 g,Super Pollo,0.0,0.0,0.0,0,supermercados,congelados,2022-07-16 22:11:26.364649,1 un,0,1
Choclo en grano congelado 500 g,Cuisine & Co,1490.0,0.0,0.0,0,supermercados,congelados,2022-07-16 22:11:26.364649,1 un,1,1
Porotos verdes congelados 350 g,Cuisine & Co,1050.0,0.0,0.0,0,supermercados,congelados,2022-07-16 22:11:26.364649,1 un,1,1
Arvejas congeladas 500 g,Cuisine & Co,1490.0,0.0,0.0,0,supermercados,congelados,2022-07-16 22:11:26.364649,1 un,1,1
Hamburguesa vacuno 100 g,Receta Del Abuelo,959.0,0.0,0.0,0,supermercados,congelados,2022-07-16 22:11:26.364649,1 un,1,1
Papas pre fritas 1 kg,Cuisine & Co,0.0,0.0,0.0,0,supermercados,congelados,2022-07-16 22:11:26.364649,1 un,0,1
Mix primavera congelada 500 g,Cuisine & Co,1490.0,0.0,0.0,0,supermercados,congelados,2022-07-16 22:11:26.364649,1 un,1,1
Sofrito 150 g,Frutos Del Maipo,790.0,0.0,0.0,0,supermercados,congelados,2022-07-16 22:11:26.364649,1 un,1,1
Papas duquesas 1 kg,Cuisine & Co,3290.0,0.0,0.0,0,supermercados,congelados,2022-07-16 22:11:26.364649,1 un,1,1
Nuggets de pollo Ready 400 g,Cuisine & Co,1959.0,0.0,0.0,0,supermercados,congelados,2022-07-16 22:11:26.364649,1 un,1,1
Habas congeladas 500 g,Cuisine & Co,1650.0,0.0,0.0,0,supermercados,congelados,2022-07-16 22:11:26.364649,1 un,1,1
Sofrito con Ajo 150 g,Minuto Verde,749.0,0.0,0.0,0,supermercados,congelados,2022-07-16 22:11:26.364649,1 un,1,1
Cebolla picada congelada 250 g,Cuisine & Co,849.0,0.0,0.0,0,supermercados,congelados,2022-07-16 22:11:26.364649,1 un,1,1
