title,brand,normal_price,low_price,high_price,oferta,categoria1,categoria2,datetime,Atributos,sin_stock,page
Pasta dental Ultra Blanco 3 un. 90 g c/u,Colgate,0.0,2590.0,3249.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Pasta dental triple 3 un. 90 g,Pepsodent,0.0,2790.0,2979.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Jabón líquido Dermo Care avena doypack 750 ml,Simond'S,1549.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Jabón líquido original 700 ml,Dove,0.0,2659.0,3549.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Pasta dental Xtra Whitening 3 un. 90 g,Pepsodent,0.0,2135.0,2979.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Jabón líquido cremoso doypack 1.5 L,Bellekiss,1859.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Jabón barra original 3 un. de 90 g,Dove,0.0,2659.0,3659.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Jabón Dermo Care Hygienic 750 ml,Simond'S,1549.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Jabón líquido avena doypack 1.5 L,Bellekiss,1859.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Toallas higiénicas Nosotras Buenas Noches normal 20 un.,Nosotras,2890.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Pasta dental Triple Acción menta original 3 un. 75 ml c/u,Colgate,3490.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Shampoo Hidra Hialurónico 370 ml,Elvive,0.0,3699.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Jabón líquido coco vainilla doypack 1.5 L,Bellekiss,1859.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Shampoo Manzanilla doypack 750 ml,Ballerina,0.0,1250.0,1659.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Shampoo 400 ml + Acondicionador Regeneración Extrema 400 ml,Dove,0.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,0,1
Pack 3 un. Pasta dental sabor menta 378 g,Aquafresh,0.0,2792.0,3490.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Toallas higiénicas Naturella con manzanilla 8 un.,Naturella,999.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Toallas higiénicas Naturella Cuidado Nocturno XL 8 un.,Naturella,1179.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Pasta dental Max White crystal mint 3 un. 75 ml,Colgate,4499.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Jabón líquido Dermo Care avena 1 L,Simond'S,2090.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Toallas higiénicas Nosotras Normal suave 10 un.,Nosotras,999.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Shampoo Manzana y Papaya 750 ml,Familand,1659.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Jabon líquido 700 ml,Elite,0.0,2099.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Shampoo Vitaminados Frescura 350 ml,Fructis,0.0,2989.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Toallas higiénicas Always Seca Noche 16 un.,Always,2849.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Pétalos desmaquilladores,Family Care,0.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,0,1
Desodorante Protection 5 spray 150 ml,BiO,0.0,1949.0,2599.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Toallas higiénicas Ladysoft nocturna ultraseca 16 un.,Ladysoft,0.0,2390.0,2959.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Shampoo Aloe Hidra Bomb 350 ml,Fructis,0.0,2989.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Shampoo Pro-V Hidratación Extrema 300 ml,Pantene,0.0,1990.0,2739.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Shampoo carbón frasco 750 ml,Ballerina,1530.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Toallas higiénicas Nosotras Ultra Invisible malla 10 un.,Nosotras,1319.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Shampoo + Acondicionador bomba variedades 340 ml c/u,Sedal,0.0,4290.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Pack 3 un. Jabón en barra Le Sancy variedades 90 g c/u,Le Sancy,2179.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Varitas de algodón Baby Tips 200 un.,Babyland,1599.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Máquina de afeitar Prestobarba3 F1 roja 2 un.,Gillette,1999.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Protector diario Kotex tela 40 un.,Kotex,1490.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Protectores diarios largos 30 un.,Nosotras,1379.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Jabón líquido Dermo Care cremoso pH neutro 1 L,Simond'S,2090.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Shampoo Quillay y Ortiga 750 ml,Familand,1659.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,1
Pasta dental Luminous White carbón activado 90 g,Colgate,0.0,2690.0,2890.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Toallas higiénicas Always Seca Ultrafina 24 un.,Always,0.0,2804.0,3299.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Shampoo Bambú 400 ml + Bálsamo 400 ml,Pantene,5090.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Acondicionador Leche de Coco 750 ml,Familand,1659.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Pasta dental Kids Mickey 50 g,Oral-B,1139.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Desodorante barra Double Defense Floral Fresh 45 g,Lady Speed Stick,2999.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Pack pasta dental sabor menta 158 g 2 un.,Aquafresh,0.0,2543.0,3179.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Pasta dental Triple Acción menta original 2 un. 150 ml c/u,Colgate,3789.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Jabón barra avena 3 un. 90 g c/u,Protex,2599.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Pasta dental Triple Acción xtra blancura 3 un. 75 ml c/u,Colgate,0.0,2890.0,3590.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Jabón líquido karité 700 ml,Dove,0.0,2659.0,3549.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Jabón barra orchideas 3 un. 85 g,Nivea,2099.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Protectores diarios todos los días 100 un.,Carefree,3499.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Toallas higiénicas Ladysoft básicas sin alas 8 un.,Ladysoft,0.0,590.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Pasta dental Triple Acción xtra frescura 3 un. 75 ml c/u,Colgate,0.0,2890.0,3590.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Shampoo Granada Uva 750 ml,Familand,1659.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Shampoo Limpieza Renovadora 375 ml,Head & Shoulders,0.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,0,2
Jabón humectante barra 90 g 3 un.,Elite,0.0,2390.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Jabón barra avena 3 un. 85g,Nivea,2099.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Shampoo Leche de Coco 750 ml,Familand,1659.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Shampoo Herbolaria 400 ml,Tío Nacho,0.0,4990.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Toallas higiénicas Always Suave Ultrafina 16 un.,Always,2239.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Desodorante Black & White máxima protección 50 ml,Nivea,0.0,2890.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Acondicionador Pro-V Hidratación 300 ml,Pantene,0.0,1990.0,2739.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Cepillo dental triple acción suave 2 un.,Colgate,2690.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Desodorante spray Pro 5 1 91 g,Lady Speed Stick,0.0,2990.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Shampoo Pro-V Restauración 300 ml,Pantene,0.0,1990.0,2739.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Protectores diarios Ladysoft tela suave 100 un.,Ladysoft,3429.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Pasta dental Kids Minnie 50 g,Oral-B,1139.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Jabón Dermo Care Hygienic 1.5 L,Simonds,0.0,2190.0,2490.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Jabón en barra natural 100 g,Trianon,1150.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Shampoo Oil Repair Liso Coco 350 ml,Fructis,0.0,2599.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Jabón líquido Dermo Care 1 L,Simond'S,2090.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Toallas higiénicas Kotex nocturna Ultrafina tela suave con alas 15 un.,Kotex,0.0,2590.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Jabón original blanco barra 90 g,Dove,1739.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Desodorante Aerosol Invisible Dry 150 ml,Dove Men,0.0,3459.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Shampoo anticaspa pelo graso 2 un. 350 ml c/u,Linic,3999.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Cepillo dental Twister Fresh suave 2 un.,Colgate,2390.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Desodorante barra Xtreme Tech Ultra 50 g,Speed Stick,0.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,0,2
Toallas higiénicas Nosotras Buenas Noches normal 8 un.,Nosotras,1339.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,2
Shampoo Arándano y Uva 750 ml,Familand,1659.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Desodorante Clarify spray mujer 150 ml,BiO,0.0,1949.0,2599.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Sabanillas con tecnología gel 6 un. 90 x 60 cm c/u,Cotosan,3149.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
"Jabón en barra Giselle 2 unid, 150 g c/u, nutrición",Giselle,1799.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Shampoo Classic Smooth 400 ml,Herbal Essences,0.0,4599.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Desodorante crema Rexona Extra Dry 48 g,Rexona Clinical,0.0,4504.0,5299.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Protectores diarios Ladysoft largos suaves 30 un.,Ladysoft,1339.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Jabón líquido mandarina 700 ml,Dove,0.0,2659.0,3549.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Protector diario Kotex 100 un.,Kotex,3199.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Desodorante original femenino barra 50 g,Dove,3249.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Pasta dental Total 12 anti sarro 90 g,Colgate,2820.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Toallitas desmaquillantes Sensitive 30 un.,Family Care,1290.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Desodorante barra Invisible Floral 45 g,Lady Speed Stick,2999.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Desodorante Original spray 150 ml,Dove,0.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,0,3
Shampoo manzana fresh 375 ml,Head & Shoulders,4159.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Pasta dental Triple Acción xtra frescura 2 un. 90 g c/u,Colgate,3490.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Protectores protección largos 20 40 Un.,Carefree,0.0,1970.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Desodorante spray invisible Black & White 150 ml,Nivea,0.0,2669.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Acondicionador Aloe Hidra Bomb 350 ml,Fructis,0.0,2989.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Protectores protección con perfume 100 un.,Carefree,3659.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Jabón líquido humectante 700 ml,Elite,0.0,2390.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Shampoo ondas y rizos 750 ml,Ballerina,1590.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Shampoo manzanilla 750 ml,Ballerina,1559.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Jabón líquido castaña 500 ml,Simond'S,1759.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Bálsamo ondas y rizos 750 ml,Ballerina,1590.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Toallas higiénicas Nosotras Ultra Invisible malla 16 un.,Nosotras,0.0,1832.0,2290.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Cepillo dental mediano 2 un.,Dento,1990.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Bálsamo largo increible 750 ml,Ballerina,1559.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Shampoo Reparación Total 5 370 ml,Elvive,0.0,3699.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Shampoo Daily Care limpieza profunda 410 ml,Simond'S,1699.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Toallas higiénicas Naturella Ultra con manzanilla 14 un.,Naturella,1979.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Shampoo Anticaspa + Acondicionador Caspa Control 400 ml,Dove Men,0.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,0,3
Shampoo Color Vive 370 ml,Elvive,3989.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Acondicionador Oil Repair Liso Coco 350 ml,Fructis,0.0,2989.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Pañal adulto Tena Pants nocturno L 8 unid.,Tena,8199.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Toallas higiénicas Nosotras Normal suave sin alas 10 un.,Nosotras,990.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Shampoo Colorvive Purple 200 ml,Elvive,3999.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Pasta dental Total 12 clean mint 3 un. 75 ml,Colgate,6790.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Toallas higiénicas Kotex Ultrafina nocturna con alas 15 un.,Kotex,2590.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Cepillo dental Twister Fresh medio 3 un.,Colgate,2849.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,3
Toallas higiénicas Nosotras Sensitiv ultra invisible 8 un.,Nosotras,1339.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Toallas higiénicas Always Seca Noche ultrafina 8 un.,Always,1579.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Shampoo liso 600 ml,Vanart,0.0,2690.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Desodorante barra aclarado Natural Classic Touch 43 g,Nivea,0.0,3199.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Shampoo aclarante doypack 400 ml,Tío Nacho,0.0,4990.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Jabón líquido cremoso Soft 750 ml,Nivea,2699.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Desodorante Black & White máxima protección 150 ml,Nivea,0.0,2890.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Enjuague bucal Cool Mint Zero alcohol 1 L,Listerine,7989.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Shampoo Vitaminados Brillo 350 ml,Fructis,0.0,2989.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Cepillo dental plus suave 2 un.,Dento,1990.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Desodorante Protection 5 spray 150 ml,BiO,0.0,1949.0,2599.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Jabón Giselle líquido suavidad 750 ml,Giselle,1569.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Bálsamo carbón frasco 750 ml,Ballerina,1530.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Acondicionador Granada Uva 750 ml,Familand,1659.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Acondicionador Pro-V restauración 300 ml,Pantene,0.0,1990.0,2739.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Enjuague Bucal Menta Fresca 500 cc,Oral Fresh,0.0,2393.0,3190.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Cepillo dental Tonny Dento 3+ extra suave 2 un.,Dento,2399.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Shampoo Pro-V Rizos Definidos 300 ml,Pantene,0.0,1990.0,2889.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Acondicionador Manzanilla 750 ml,Familand,1659.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Pañal adulto Pants G-XG 16 un.,Cotidian,0.0,13899.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Cepillo dental doble acción 6M 2 un.,Duralón,1699.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Acondicionador Smooth Rose Hips 400 ml,Herbal Essences,0.0,4599.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Cepillo dental Oral-B Indicator Extra Soft 2 un.,Oral-B,3290.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Toallas higiénicas Kotex Ultrafina suave 24 un.,Kotex,0.0,2759.0,3090.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Cepillo dental Limpieza Profunda 2 un.,Oral-B,1899.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Crema Tratamiento Oil Repair 3 aceites 300 g,Fructis,0.0,2499.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Talco para pies 220 g + talco 80 g,Brooks,4769.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Pack hilo dental 2 un. 50 m c/u,Colgate,4290.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Jabón íntimo Sensitiv 200 ml,Nosotras,3639.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Desodorante crema Rexona Clean 48 g,Rexona Men Clinical,0.0,4504.0,5299.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Pañal Plenitud Protect G 22 un.,Plenitud,16799.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Desodorante barra hipoalergénico 50 g,Speed Stick,2999.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Máquinas de afeitar Venus Simply3 2 un.,Gillette,3499.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Pañales para adultos Tena Pants G 16 unid.,Tena,11950.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Jabón líquido karité 500 ml,Ballerina,1390.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Shampoo Protección Caída con cafeína 375 ml,Head & Shoulders,4159.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Jabón en barra blanco exfoliante 90 g,Dove,1739.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Shampoo Essences agua de coco jazmín 400 ml,Herbal,0.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,0,4
Jabón barra frutos rojos 3 un. 90 g c/u,Le Sancy,2179.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Pasta dental anticaries NeutrAzúcar 90 g,Colgate,1890.0,0.0,0.0,0,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,4
Desodorante aerosol Rexona Women Powder Dry 150 ml,Rexona,0.0,2289.0,2949.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,5
Desodorante Go Fresh pepino spray 150 ml,Dove,0.0,3459.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,5
Shampoo Classic Shine 400 ml,Herbal Essences,0.0,4599.0,0.0,1,supermercados,belleza-y-cuidado-personal,2022-07-16 22:11:26.364649,1 un,1,5
